Drug name,Disease name,Reported Effect,,
Acetaminophen,Nephrosis,side effect,,
Acetaminophen,Optic Neuritis,therapeutic effect,,
Acetaminophen,Pancreatic Diseases,therapeutic effect,,
Acetaminophen,Papilledema,side effect,,
Acetaminophen,Pheochromocytoma,side effect,,
Acetaminophen,Pica,side effect,,
Acetaminophen,Polycythemia,side effect,,
Acetaminophen,Respiratory Insufficiency,side effect,,
Acetaminophen,Retinal Vein Occlusion,side effect,,
Acetaminophen,Rhabdomyolysis,therapeutic effect,,
Acetaminophen,"Shock, Septic",therapeutic effect,,
Acetaminophen,Sigmoid Neoplasms,side effect,,
Acetaminophen,"Sinus Thrombosis, Intracranial",side effect,,
Acetaminophen,Sleep Deprivation,therapeutic effect,,
Acetaminophen,Stomach Ulcer,side effect,,
Acetaminophen,"Stomatitis, Aphthous",side effect,,
Acetaminophen,"Stress Disorders, Post-Traumatic",side effect,,
Acetaminophen,Substance Withdrawal Syndrome,side effect,,
Acetaminophen,Thromboangiitis Obliterans,side effect,,
Acetaminophen,Tobacco Use Disorder,therapeutic effect,,
Acetaminophen,Tongue Neoplasms,side effect,,
Acetaminophen,Tuberous Sclerosis,side effect,,
Acetaminophen,Urinary Calculi,side effect,,
Acetaminophen,Vomiting,side effect,,
Acetaminophen,Inflammatory Bowel Diseases,side effect,,
Acetaminophen,Churg-Strauss Syndrome,side effect,,
Acetaminophen,"Lymphoma, B-Cell",therapeutic effect,,
Acetaminophen,"Tachycardia, Ventricular",side effect,,
Acetaminophen,Mitochondrial Myopathies,side effect,,
Acetaminophen,MELAS Syndrome,side effect,,
Acetaminophen,Polymyositis,side effect,,
Acetaminophen,"Hypertrophy, Left Ventricular",therapeutic effect,,
Acetaminophen,"Skin Diseases, Vascular",side effect,,
Acetaminophen,Pelvic Pain,side effect,,
Acetaminophen,"Neurofibroma, Plexiform",side effect,,
Acetaminophen,"Anemia, Iron-Deficiency",side effect,,
Acetaminophen,"Carcinoma, Lewis Lung",side effect,,
Acetaminophen,"Hepatitis C, Chronic",therapeutic effect,,
Acetaminophen,Thrombophilia,side effect,,
Acetaminophen,Conduct Disorder,side effect,,
Acetaminophen,Stereotypic Movement Disorder,side effect,,
Acetaminophen,"Sexual Dysfunctions, Psychological",therapeutic effect,,
Acetaminophen,Protein C Deficiency,therapeutic effect,,
Acetaminophen,Amaurosis Fugax,side effect,,
Acetaminophen,Metabolic Syndrome X,therapeutic effect,,
Acetaminophen,Hypoalbuminemia,side effect,,
Acetaminophen,Alexander Disease,therapeutic effect,,
Acetaminophen,Acute Coronary Syndrome,side effect,,
Acetaminophen,"Tachycardia, Reciprocating",therapeutic effect,,
Acetaminophen,Precursor Cell Lymphoblastic Leukemia-Lymphoma,side effect,,
Acetaminophen,"Keratosis, Actinic",side effect,,
Acetazolamide,"Thyroid cancer, papillary",side effect,,
Acetazolamide,"Hypoglycemia, leucine-induced",side effect,,
Acetazolamide,"High serum cholesterol, familial",side effect,,
Acetazolamide,"Abdomen, Acute",therapeutic effect,,
Acetazolamide,Altitude Sickness,side effect,,
Acetazolamide,Amenorrhea,side effect,,
Acetazolamide,Aortic Diseases,therapeutic effect,,
Acetazolamide,Eating Disorders,side effect,,
Acetazolamide,"Arthritis, Juvenile",side effect,,
Acetazolamide,Autistic Disorder,therapeutic effect,,
Acetazolamide,Mental Disorders,side effect,,
Acetazolamide,Behcet Syndrome,side effect,,
Acetazolamide,Bone Diseases,side effect,,
Acetazolamide,"Bone Diseases, Endocrine",side effect,,
Acetazolamide,Bone Neoplasms,side effect,,
Acetazolamide,"Brain Damage, Chronic",side effect,,
Acetazolamide,Bronchopulmonary Dysplasia,side effect,,
Acetazolamide,Carotid Artery Diseases,side effect,,
Acetazolamide,Catalepsy,side effect,,
Acetazolamide,Intracranial Aneurysm,side effect,,
Acetazolamide,Cognition Disorders,side effect,,
Acetazolamide,Corneal Diseases,therapeutic effect,,
Acetazolamide,Delirium,side effect,,
Acetazolamide,"Dermatitis, Contact",side effect,,
Acetazolamide,Digestive System Diseases,side effect,,
Acetazolamide,Dyspnea,side effect,,
Acetazolamide,Edema,side effect,,
Acetazolamide,Endometrial Hyperplasia,side effect,,
Acetazolamide,Enuresis,side effect,,
Acetazolamide,Epilepsy,side effect,,
Acetazolamide,"Epilepsy, Absence",side effect,,
Acetazolamide,Exanthema,therapeutic effect,,
Acetazolamide,"Cardiac Complexes, Premature",therapeutic effect,,
Acetazolamide,Fibromyalgia,therapeutic effect,,
Acetazolamide,Flatulence,side effect,,
Acetazolamide,Galactorrhea,side effect,,
Acetazolamide,Gaucher Disease,therapeutic effect,,
Acetazolamide,"Glomerulonephritis, IGA",side effect,,
Acetazolamide,Heart Diseases,therapeutic effect,,
Acetazolamide,Hemianopsia,side effect,,
Acetazolamide,Gastrointestinal Hemorrhage,side effect,,
Acetazolamide,Hepatomegaly,side effect,,
Acetazolamide,Herpes Genitalis,therapeutic effect,,
Acetazolamide,Hyperaldosteronism,side effect,,
Acetazolamide,Hyphema,therapeutic effect,,
Acetazolamide,Hypochondriasis,therapeutic effect,,
Acetazolamide,Insect Bites and Stings,side effect,,
Acetazolamide,Learning Disorders,therapeutic effect,,
Acetazolamide,Moyamoya Disease,side effect,,
Acetazolamide,Muscular Atrophy,side effect,,
Acetazolamide,Muscular Diseases,side effect,,
Acetazolamide,Myoclonus,side effect,,
Acetazolamide,Nasal Polyps,side effect,,
Acetazolamide,"Neoplasms, Germ Cell and Embryonal",therapeutic effect,,
Acetazolamide,"Neoplasms, Hormone-Dependent",therapeutic effect,,
Acetazolamide,Nephrosis,side effect,,
Acetazolamide,Osteomalacia,side effect,,
Acetazolamide,Osteosclerosis,therapeutic effect,,
Acetazolamide,Papilledema,side effect,,
Acetazolamide,Parkinson Disease,therapeutic effect,,
Acetazolamide,"Pemphigoid, Bullous",side effect,,
Acetazolamide,Pemphigus,side effect,,
Acetazolamide,Personality Disorders,side effect,,
Acetazolamide,Pregnancy Complications,side effect,,
Acetazolamide,"Pregnancy, Prolonged",side effect,,
Acetazolamide,"Psychoses, Alcoholic",side effect,,
Acetazolamide,Recurrence,side effect,,
Acetazolamide,Retinal Vein Occlusion,side effect,,
Acetazolamide,Retinoblastoma,side effect,,
Acetazolamide,"Shock, Septic",side effect,,
Acetazolamide,Sigmoid Neoplasms,side effect,,
Acetazolamide,"Sinus Thrombosis, Intracranial",side effect,,
Acetazolamide,Skin Diseases,side effect,,
Acetazolamide,Stomatitis,side effect,,
Acetazolamide,"Stomatitis, Aphthous",side effect,,
Acetazolamide,"Stress Disorders, Post-Traumatic",side effect,,
Acetazolamide,Tremor,side effect,,
Acetazolamide,Tuberous Sclerosis,therapeutic effect,,
Acetazolamide,Vomiting,therapeutic effect,,
Acetazolamide,Retinal Artery Occlusion,side effect,,
Acetazolamide,Abdominal Pain,therapeutic effect,,
Acetazolamide,"Glaucoma, Angle-Closure",side effect,,
Acetazolamide,Spinal Fractures,therapeutic effect,,
Acetazolamide,"Lymphoma, T-Cell, Peripheral",therapeutic effect,,
Acetazolamide,"Skin Diseases, Vascular",side effect,,
Acetazolamide,Exfoliation Syndrome,side effect,,
Acetazolamide,Hypokinesia,therapeutic effect,,
Acetazolamide,"Diabetes Insipidus, Nephrogenic",side effect,,
Acetazolamide,Capillary Leak Syndrome,therapeutic effect,,
Acetazolamide,Thrombophilia,side effect,,
Acetazolamide,Conduct Disorder,side effect,,
Acetazolamide,"Sexual Dysfunctions, Psychological",therapeutic effect,,
Acetazolamide,Neurogenic Inflammation,therapeutic effect,,
Acetazolamide,Serotonin Syndrome,therapeutic effect,,
Acetazolamide,Parasomnias,therapeutic effect,,
Acetazolamide,Parkinsonian Disorders,side effect,,
Acetazolamide,Spinocerebellar Ataxias,side effect,,
Acetazolamide,Diffuse Axonal Injury,side effect,,
Acetazolamide,Metabolic Syndrome X,therapeutic effect,,
Acetazolamide,Acute Coronary Syndrome,side effect,,
Acetazolamide,Drug-Induced Liver Injury,side effect,,
Acetazolamide,Dent Disease,therapeutic effect,,
Acetohexamide,Nocturia,therapeutic effect,,
Acetylcysteine,"Nephrosis, congenital",therapeutic effect,,
Acetylcysteine,Miyoshi myopathy,therapeutic effect,,
Acetylcysteine,Ovarian epithelial cancer,side effect,,
Acetylcysteine,Preeclamptic toxemia,therapeutic effect,,
Acetylcysteine,"High serum cholesterol, familial",side effect,,
Acetylcysteine,Albuminuria,side effect,,
Acetylcysteine,Altitude Sickness,side effect,,
Acetylcysteine,"Anemia, Hemolytic",side effect,,
Acetylcysteine,Aneurysm,side effect,,
Acetylcysteine,Eating Disorders,therapeutic effect,,
Acetylcysteine,Arthritis,side effect,,
Acetylcysteine,Athetosis,therapeutic effect,,
Acetylcysteine,Atrial Fibrillation,side effect,,
Acetylcysteine,Autistic Disorder,side effect,,
Acetylcysteine,Back Pain,side effect,,
Acetylcysteine,Berylliosis,side effect,,
Acetylcysteine,Bipolar Disorder,side effect,,
Acetylcysteine,Urinary Bladder Calculi,side effect,,
Acetylcysteine,Urinary Bladder Diseases,side effect,,
Acetylcysteine,Blepharospasm,side effect,,
Acetylcysteine,Blood Coagulation Disorders,side effect,,
Acetylcysteine,Bone Diseases,side effect,,
Acetylcysteine,"Bone Diseases, Endocrine",side effect,,
Acetylcysteine,"Brain Damage, Chronic",side effect,,
Acetylcysteine,Breast Neoplasms,side effect,,
Acetylcysteine,Bronchiolitis,side effect,,
Acetylcysteine,Burkitt Lymphoma,therapeutic effect,,
Acetylcysteine,Burns,therapeutic effect,,
Acetylcysteine,Carotid Artery Diseases,side effect,,
Acetylcysteine,Catalepsy,side effect,,
Acetylcysteine,Cerebellar Ataxia,side effect,,
Acetylcysteine,Cerebellar Neoplasms,side effect,,
Acetylcysteine,Intracranial Aneurysm,side effect,,
Acetylcysteine,Chorea,side effect,,
Acetylcysteine,Coma,side effect,,
Acetylcysteine,Cystic Fibrosis,side effect,,
Acetylcysteine,"Hearing Loss, Sudden",therapeutic effect,,
Acetylcysteine,Decompression Sickness,side effect,,
Acetylcysteine,"Dermatitis, Atopic",therapeutic effect,,
Acetylcysteine,"Dermatitis, Contact",side effect,,
Acetylcysteine,Digestive System Diseases,side effect,,
Acetylcysteine,"Ductus Arteriosus, Patent",therapeutic effect,,
Acetylcysteine,Dupuytren Contracture,therapeutic effect,,
Acetylcysteine,Dyspnea,therapeutic effect,,
Acetylcysteine,Endometrial Hyperplasia,side effect,,
Acetylcysteine,Epilepsy,therapeutic effect,,
Acetylcysteine,"Epilepsy, Tonic-Clonic",therapeutic effect,,
Acetylcysteine,Eyelid Neoplasms,side effect,,
Acetylcysteine,Facial Nerve Diseases,therapeutic effect,,
Acetylcysteine,Facial Neuralgia,side effect,,
Acetylcysteine,Fanconi Syndrome,side effect,,
Acetylcysteine,Fibromyalgia,side effect,,
Acetylcysteine,"Fractures, Closed",side effect,,
Acetylcysteine,Friedreich Ataxia,side effect,,
Acetylcysteine,Goiter,therapeutic effect,,
Acetylcysteine,Hepatic Encephalopathy,side effect,,
Acetylcysteine,Herpes Zoster,therapeutic effect,,
Acetylcysteine,"Histiocytosis, Langerhans-Cell",side effect,,
Acetylcysteine,Huntington Disease,therapeutic effect,,
Acetylcysteine,Hydrocephalus,side effect,,
Acetylcysteine,Hyperaldosteronism,side effect,,
Acetylcysteine,Hyperemesis Gravidarum,therapeutic effect,,
Acetylcysteine,Hyperlipoproteinemia Type IV,therapeutic effect,,
Acetylcysteine,Hyperlipoproteinemia Type V,therapeutic effect,,
Acetylcysteine,Hyperplasia,side effect,,
Acetylcysteine,Hypersensitivity,therapeutic effect,,
Acetylcysteine,Disorders of Excessive Somnolence,therapeutic effect,,
Acetylcysteine,"Hypertension, Pulmonary",side effect,,
Acetylcysteine,"Hypertension, Renovascular",side effect,,
Acetylcysteine,Hyphema,side effect,,
Acetylcysteine,Hypogonadism,therapeutic effect,,
Acetylcysteine,Hypoparathyroidism,therapeutic effect,,
Acetylcysteine,"Hypotension, Orthostatic",therapeutic effect,,
Acetylcysteine,"Infant, Newborn, Diseases",therapeutic effect,,
Acetylcysteine,Infection,therapeutic effect,,
Acetylcysteine,"Infertility, Male",therapeutic effect,,
Acetylcysteine,Insect Bites and Stings,side effect,,
Acetylcysteine,Intestinal Diseases,therapeutic effect,,
Acetylcysteine,Laryngostenosis,therapeutic effect,,
Acetylcysteine,Leg Ulcer,side effect,,
Acetylcysteine,"Leishmaniasis, Visceral",therapeutic effect,,
Acetylcysteine,"Leukomalacia, Periventricular",therapeutic effect,,
Acetylcysteine,Malignant Hyperthermia,therapeutic effect,,
Acetylcysteine,Marfan Syndrome,therapeutic effect,,
Acetylcysteine,Medulloblastoma,therapeutic effect,,
Acetylcysteine,Migraine Disorders,side effect,,
Acetylcysteine,Motion Sickness,therapeutic effect,,
Acetylcysteine,Mycosis Fungoides,therapeutic effect,,
Acetylcysteine,Nasal Polyps,therapeutic effect,,
Acetylcysteine,Nausea,therapeutic effect,,
Acetylcysteine,Necrosis,therapeutic effect,,
Acetylcysteine,Nerve Degeneration,therapeutic effect,,
Acetylcysteine,Nervous System Diseases,therapeutic effect,,
Acetylcysteine,Obesity,side effect,,
Acetylcysteine,Ocular Hypertension,therapeutic effect,,
Acetylcysteine,Papilledema,therapeutic effect,,
Acetylcysteine,Peripheral Nervous System Diseases,side effect,,
Acetylcysteine,Personality Disorders,side effect,,
Acetylcysteine,Phosphorus Metabolism Disorders,therapeutic effect,,
Acetylcysteine,Pituitary Diseases,side effect,,
Acetylcysteine,Pleural Effusion,side effect,,
Acetylcysteine,Polycythemia,side effect,,
Acetylcysteine,Porphyrias,therapeutic effect,,
Acetylcysteine,Pre-Eclampsia,side effect,,
Acetylcysteine,Pseudotumor Cerebri,therapeutic effect,,
Acetylcysteine,Pulmonary Fibrosis,therapeutic effect,,
Acetylcysteine,Hyperacusis,side effect,,
Acetylcysteine,Respiratory Insufficiency,side effect,,
Acetylcysteine,Retinal Vein Occlusion,side effect,,
Acetylcysteine,Retinoblastoma,side effect,,
Acetylcysteine,Sarcoidosis,side effect,,
Acetylcysteine,"Schizophrenia, Paranoid",side effect,,
Acetylcysteine,"Shock, Septic",therapeutic effect,,
Acetylcysteine,Sigmoid Neoplasms,side effect,,
Acetylcysteine,"Sinus Thrombosis, Intracranial",side effect,,
Acetylcysteine,Sleep Deprivation,side effect,,
Acetylcysteine,"Spasms, Infantile",side effect,,
Acetylcysteine,Spinal Cord Compression,therapeutic effect,,
Acetylcysteine,Stomach Ulcer,side effect,,
Acetylcysteine,Stomatitis,side effect,,
Acetylcysteine,"Stomatitis, Aphthous",side effect,,
Acetylcysteine,"Stress Disorders, Post-Traumatic",side effect,,
Acetylcysteine,Sturge-Weber Syndrome,therapeutic effect,,
Acetylcysteine,"Tachycardia, Paroxysmal",therapeutic effect,,
Acetylcysteine,Colorectal Neoplasms,therapeutic effect,,
Acetylcysteine,"Cholangitis, Sclerosing",therapeutic effect,,
Acetylcysteine,"Arthritis, Gouty",therapeutic effect,,
Acetylcysteine,Retinal Artery Occlusion,therapeutic effect,,
Acetylcysteine,Child Nutrition Disorders,side effect,,
Acetylcysteine,"Osteoporosis, Postmenopausal",therapeutic effect,,
Acetylcysteine,Ocular Motility Disorders,therapeutic effect,,
Acetylcysteine,"Head Injuries, Closed",therapeutic effect,,
Acetylcysteine,Panic Disorder,side effect,,
Acetylcysteine,"Tachycardia, Ventricular",side effect,,
Acetylcysteine,"Skin Diseases, Vascular",therapeutic effect,,
Acetylcysteine,Porokeratosis,therapeutic effect,,
Acetylcysteine,"Lung Diseases, Interstitial",therapeutic effect,,
Acetylcysteine,Exfoliation Syndrome,side effect,,
Acetylcysteine,"Anemia, Iron-Deficiency",side effect,,
Acetylcysteine,Hemifacial Spasm,therapeutic effect,,
Acetylcysteine,Thrombophilia,side effect,,
Acetylcysteine,Cocaine-Related Disorders,side effect,,
Acetylcysteine,Serotonin Syndrome,side effect,,
Acetylcysteine,Neurotoxicity Syndromes,therapeutic effect,,
Acetylcysteine,MPTP Poisoning,side effect,,
Acetylcysteine,Amaurosis Fugax,side effect,,
Acetylcysteine,Diffuse Axonal Injury,therapeutic effect,,
Acetylcysteine,Hyperuricemia,therapeutic effect,,
Acetylcysteine,Hypoalbuminemia,side effect,,
Acetylcysteine,"Renal Insufficiency, Chronic",therapeutic effect,,
Acetylcysteine,"Urinary Incontinence, Urge",side effect,,
Acetylcysteine,Lethargy,therapeutic effect,,
Acetylcysteine,Acute Coronary Syndrome,therapeutic effect,,
Acetylcysteine,Histiocytic Sarcoma,side effect,,
Acetylcysteine,Acute Lung Injury,therapeutic effect,,
Acetylcysteine,Diabetic Cardiomyopathies,therapeutic effect,,
Acitretin,succinic semialdehyde dehydrogenase deficiency,side effect,,
Acitretin,Intrahepatic Cholestasis of Pregnancy,side effect,,
Acitretin,Ovarian epithelial cancer,side effect,,
Acitretin,Rapidly progressive glomerulonephritis with pulmonary hemorrhage,side effect,,
Acitretin,"High serum cholesterol, familial",side effect,,
Acitretin,Altitude Sickness,side effect,,
Acitretin,"Anemia, Hemolytic, Autoimmune",side effect,,
Acitretin,Aneurysm,side effect,,
Acitretin,Angina Pectoris,side effect,,
Acitretin,Aortic Valve Insufficiency,side effect,,
Acitretin,Arterial Occlusive Diseases,side effect,,
Acitretin,Atrial Flutter,side effect,,
Acitretin,Behcet Syndrome,side effect,,
Acitretin,Berylliosis,side effect,,
Acitretin,Blepharospasm,side effect,,
Acitretin,Bone Diseases,side effect,,
Acitretin,"Brain Damage, Chronic",side effect,,
Acitretin,Bronchiectasis,side effect,,
Acitretin,Bronchiolitis,side effect,,
Acitretin,Chest Pain,side effect,,
Acitretin,Coma,side effect,,
Acitretin,Cystic Fibrosis,side effect,,
Acitretin,"Hearing Loss, Sudden",side effect,,
Acitretin,Dizziness,side effect,,
Acitretin,Ear Neoplasms,side effect,,
Acitretin,Epilepsy,side effect,,
Acitretin,Esophagitis,side effect,,
Acitretin,Fibromyalgia,side effect,,
Acitretin,"Fractures, Closed",side effect,,
Acitretin,Glomerulonephritis,side effect,,
Acitretin,Heart Diseases,side effect,,
Acitretin,"Hepatitis, Animal",side effect,,
Acitretin,Herpes Genitalis,side effect,,
Acitretin,Hyperlipoproteinemia Type V,side effect,,
Acitretin,Hyperplasia,side effect,,
Acitretin,Disorders of Excessive Somnolence,side effect,,
Acitretin,Hyphema,side effect,,
Acitretin,Meningoencephalitis,side effect,,
Acitretin,Mixed Connective Tissue Disease,therapeutic effect,,
Acitretin,Muscular Diseases,side effect,,
Acitretin,Myotonic Dystrophy,side effect,,
Acitretin,Opioid-Related Disorders,side effect,,
Acitretin,Nasal Polyps,side effect,,
Acitretin,Nephrosis,side effect,,
Acitretin,Osteomalacia,side effect,,
Acitretin,Pancreatitis,side effect,,
Acitretin,Paraplegia,side effect,,
Acitretin,Paresis,therapeutic effect,,
Acitretin,Parkinson Disease,side effect,,
Acitretin,"Pemphigoid, Bullous",side effect,,
Acitretin,Plasmacytoma,side effect,,
Acitretin,Polycystic Ovary Syndrome,side effect,,
Acitretin,Psychomotor Agitation,therapeutic effect,,
Acitretin,"Psychoses, Substance-Induced",therapeutic effect,,
Acitretin,Pulmonary Embolism,side effect,,
Acitretin,Rectal Neoplasms,side effect,,
Acitretin,Rheumatic Heart Disease,side effect,,
Acitretin,Rosacea,side effect,,
Acitretin,Sciatica,side effect,,
Acitretin,"Spasms, Infantile",side effect,,
Acitretin,Spinal Cord Compression,therapeutic effect,,
Acitretin,Stomach Ulcer,side effect,,
Acitretin,"Stress Disorders, Post-Traumatic",side effect,,
Acitretin,Thromboangiitis Obliterans,side effect,,
Acitretin,Trismus,therapeutic effect,,
